Hancock County,7.0,27.1,40.3,21.7,10.9,94868
Haralson County,5.8,21.7,36.7,27.8,13.8,131089
Harris County,5.3,10.2,27.0,36.2,26.6,187271
Hart County,4.7,19.1,37.7,29.5,13.7,95088
Heard County,5.9,21.1,43.6,24.8,10.5,112602
Henry County,5.6,10.6,29.9,32.0,27.5,96467
Houston County,4.6,10.2,29.3,36.5,24.0,86142
Irwin County,7.8,15.3,43.5,30.1,11.1,86427
Jackson County,4.4,18.3,33.3,29.4,19.1,138881
Jasper County,7.7,22.8,41.2,25.6,10.4,104617
Jeff Davis County,2.9,21.6,38.5,29.1,10.7,119547
Jefferson County,3.9,25.5,41.4,22.7,10.4,205423
Jenkins County,7.5,22.2,39.7,25.1,13.0,62905
Johnson County,5.3,25.7,37.6,28.0,8.7,266686
Jones County,5.8,12.5,38.1,29.2,20.2,77417
Lamar County,4.6,16.0,38.7,28.1,17.2,94628
Lanier County,5.8,21.8,28.7,34.1,15.4,105006
Laurens County,5.2,17.1,44.0,23.6,15.2,95777
Lee County,6.9,11.5,28.8,35.5,24.2,83577
Liberty County,7.5,10.3,31.5,39.3,18.9,106766
Lincoln County,4.6,16.6,42.5,27.8,13.2,215167
Long County,5.4,12.7,34.6,37.4,15.2,118444
Lowndes County,6.1,15.6,29.2,31.4,23.9,127510
Lumpkin County,4.8,15.8,29.0,28.2,27.0,187650
McDuffie County,7.3,20.1,39.7,26.0,14.2,109380
McIntosh County,8.9,17.6,35.1,33.5,13.8,97440
Macon County,4.3,27.8,34.7,28.9,8.5,124213
Madison County,3.2,17.2,39.7,27.6,15.5,262393
Marion County,6.5,21.6,38.5,28.8,11.1,113680
Meriwether County,6.8,22.9,38.9,28.0,10.1,102294
Miller County,5.2,21.0,38.7,28.9,11.4,132936
Mitchell County,7.0,23.4,40.8,23.7,12.0,70568
Monroe County,3.8,15.8,35.4,26.6,22.2,154658
Montgomery County,4.2,18.0,38.6,27.9,15.6,251623
Morgan County,4.4,16.6,35.0,27.6,20.8,182401
Murray County,4.5,31.2,35.8,22.1,10.9,109505
Muscogee County,6.8,13.4,26.8,34.8,25.0,145237
Newton County,7.9,15.6,31.4,33.2,19.8,78731
Oconee County,5.1,6.6,20.9,25.9,46.6,171328
Oglethorpe County,4.9,20.4,37.0,26.0,16.6,126620
Paulding County,4.6,10.4,33.5,31.5,24.6,99286
Peach County,7.0,14.9,30.9,34.0,20.2,134111
Pickens County,5.0,16.8,29.7,28.8,24.8,170417
Pierce County,4.0,18.0,40.4,28.7,12.9,211028
Pike County,6.4,12.1,41.6,31.0,15.3,194217
Polk County,4.6,24.3,37.2,25.5,13.0,169898
Pulaski County,6.0,19.5,42.9,25.7,11.8,147405
Putnam County,4.9,15.9,38.2,27.5,18.3,156578
Quitman County,9.8,23.1,42.6,25.7,8.6,53112
Rabun County,5.9,14.4,33.0,26.2,26.3,167959
Randolph County,6.0,29.3,31.5,25.9,13.4,103045
Richmond County,3.7,16.4,30.8,31.7,21.0,166950
Rockdale County,5.8,12.9,32.2,29.0,26.0,174561
Schley County,6.3,19.1,33.9,32.1,14.9,100903
Screven County,7.5,18.9,40.5,26.2,14.4,83979
Seminole County,6.9,18.0,39.3,27.9,14.9,72799
Spalding County,6.9,20.7,38.0,26.0,15.4,133442
Stephens County,5.3,18.9,37.3,26.2,17.6,78839
Stewart County,6.8,37.9,35.3,16.4,10.4,145251
Sumter County,5.8,22.2,31.3,26.5,19.9,141754
Talbot County,4.2,21.4,44.9,21.0,12.6,344112
Taliaferro County,6.9,32.8,45.4,13.0,8.8,62905
Tattnall County,5.3,25.9,38.6,24.2,11.4,93772
Taylor County,4.1,23.9,35.8,29.0,11.3,138773
Telfair County,8.3,27.3,48.0,15.6,9.1,59179
Terrell County,4.0,26.7,29.5,31.7,12.1,71535
Thomas County,3.3,18.1,32.8,29.6,19.5,87194
Tift County,5.4,18.8,34.5,29.2,17.5,119423
Toombs County,7.8,20.5,39.3,23.2,17.0,103777
Towns County,6.8,10.6,31.9,32.3,25.1,210640
Treutlen County,7.7,22.8,39.5,21.2,16.5,75571
Troup County,5.1,16.4,35.5,29.4,18.8,149226
Turner County,2.8,24.6,36.5,26.7,12.3,119243
Twiggs County,8.7,30.8,35.9,21.6,11.6,60335
Union County,5.8,11.3,35.1,31.3,22.4,122930
Upson County,6.4,20.9,36.3,29.4,13.4,90366
Walker County,5.2,20.3,36.7,28.0,15.0,167989
Walton County,4.9,13.3,36.6,31.5,18.6,209855
Ware County,5.4,18.3,40.9,28.0,12.8,83554
Warren County,4.1,26.3,44.5,17.1,12.1,245133
Washington County,3.3,21.4,40.7,25.6,12.3,248821
Wayne County,6.6,17.9,40.5,28.3,13.3,91845
Webster County,8.3,22.1,44.8,23.7,9.4,70624
Wheeler County,4.7,23.4,53.4,18.3,4.9,92909
White County,5.0,15.4,31.5,32.4,20.8,106366
Whitfield County,6.1,31.1,28.5,26.8,13.6,146749
Wilcox County,7.2,22.6,49.0,18.9,9.5,74293
Wilkes County,4.8,22.1,42.0,22.2,13.8,144892
Wilkinson County,10.2,17.3,50.1,23.9,8.6,62412
Worth County,3.0,22.6,40.7,26.6,10.2,63683
Hawaii,2.9,8.7,27.8,32.1,31.4,0
Hawaii County,3.7,8.4,31.7,32.3,27.6,375676
Honolulu County,0.0,8.9,26.2,31.5,33.4,709056
Kalawao County,0.0,9.5,36.9,23.8,29.8,0
Kauai County,3.2,8.1,31.1,33.0,27.8,610800
Maui County,3.1,8.2,31.5,34.7,25.7,698944
Idaho,3.8,10.0,27.6,36.1,26.2,0
Ada County,3.3,5.4,21.8,35.7,37.0,306780
Adams County,6.0,10.3,37.7,29.3,22.7,137164
Bannock County,3.6,8.1,26.5,37.9,27.5,174426
Bear Lake County,4.5,6.4,39.0,35.0,19.5,156396
Benewah County,5.9,13.5,38.7,34.3,13.6,165971
Bingham County,3.5,14.1,30.5,37.3,18.1,162229
Blaine County,3.7,10.0,19.5,28.7,41.9,85681
Boise County,5.3,6.2,27.7,39.1,27.0,221470
Bonner County,5.4,9.7,30.5,37.8,22.1,245104
Bonneville County,3.2,8.9,26.9,36.4,27.8,193546
Boundary County,5.2,10.6,37.7,34.2,17.5,199539
Butte County,3.5,9.6,35.1,40.4,14.9,129369
Camas County,3.7,12.1,29.4,37.9,20.5,190734
Canyon County,4.3,15.9,32.3,33.5,18.4,212138
Caribou County,3.6,7.9,35.9,38.2,18.1,143739
Cassia County,3.0,18.1,28.4,34.9,18.6,150672
Clark County,3.9,30.5,31.7,22.6,15.2,126002
Clearwater County,9.6,12.1,36.8,34.2,16.8,132273
Custer County,4.0,7.4,31.0,35.4,26.2,211543
Elmore County,4.1,13.7,27.8,41.9,16.6,159807
Franklin County,7.3,10.0,32.5,37.8,19.6,235602
Fremont County,7.1,12.6,33.9,32.6,20.9,198238
Gem County,4.7,12.7,39.8,32.2,15.3,178038
Gooding County,3.0,23.7,33.4,28.7,14.3,147921
Idaho County,5.7,11.6,37.1,34.5,16.9,181159
Jefferson County,3.9,12.6,29.5,37.2,20.8,205423
Jerome County,3.1,25.0,29.8,30.9,14.3,158927
Kootenai County,4.6,7.6,28.0,40.4,24.0,304918
Latah County,3.2,4.0,20.1,29.9,45.9,228045
Lemhi County,6.1,8.5,33.4,37.1,21.0,190844
Lewis County,8.5,10.6,34.4,39.0,16.0,101806
Lincoln County,4.6,21.6,35.8,30.8,11.8,215167
Madison County,3.2,3.8,15.1,44.3,36.8,262393
Minidoka County,3.2,22.0,29.1,34.0,14.9,134053
Nez Perce County,3.3,8.4,31.6,37.8,22.2,187292
Oneida County,4.9,6.4,37.8,39.4,16.3,177089
Owyhee County,4.6,25.0,37.1,28.2,9.7,150399
Payette County,4.6,12.9,33.9,37.3,15.8,152874
Power County,4.1,20.8,36.8,27.2,15.3,147412
Shoshone County,7.1,14.3,37.0,35.9,12.8,129321
Teton County,3.4,8.8,19.3,31.9,40.0,772365
Twin Falls County,3.3,13.1,29.3,39.4,18.1,178628
Valley County,2.8,4.5,26.6,38.0,31.0,98212
Washington County,3.3,16.2,34.0,34.4,15.4,248821
Illinois,5.8,11.7,26.5,28.9,32.9,0
Adams County,6.0,8.3,35.4,33.6,22.6,137164
Alexander County,4.2,25.0,34.2,31.8,9.0,143639
Bond County,5.1,12.1,40.7,29.0,18.3,122300
Boone County,9.1,13.9,35.4,29.2,21.5,71380
Brown County,3.6,14.1,39.2,32.4,14.3,188201
Bureau County,6.0,9.3,39.0,32.9,18.8,109113
Calhoun County,12.8,8.2,44.7,32.0,15.0,82498
Carroll County,5.2,9.3,41.5,32.9,16.4,109765
Cass County,7.2,14.4,46.4,25.4,13.8,92587
Champaign County,4.5,5.3,22.2,28.6,43.9,135995
Christian County,3.9,12.0,43.3,29.6,15.1,171735
Clark County,3.9,10.2,39.0,34.3,16.5,126002
Clay County,10.4,11.5,38.3,35.3,14.8,78637
Clinton County,7.1,10.6,31.6,36.6,21.2,130036
Coles County,5.8,9.8,31.1,33.8,25.3,95831
Cook County,4.5,14.2,23.7,25.7,36.5,260022
Crawford County,4.9,11.0,34.1,37.8,17.2,136305
Cumberland County,4.7,11.2,38.6,35.5,14.8,157392
DeKalb County,5.6,7.4,26.1,35.7,30.8,142729
De Witt County,5.7,8.3,37.2,34.2,20.4,100122
Douglas County,5.2,16.0,35.3,29.6,19.1,149386
DuPage County,4.7,7.6,18.7,26.4,47.3,324941
Edgar County,5.9,12.2,36.7,33.0,18.0,81732
Edwards County,4.6,11.0,36.5,40.5,12.0,78194
Effingham County,4.7,8.9,36.6,32.1,22.5,140273
Fayette County,7.9,17.5,40.3,28.6,13.6,89209
Ford County,3.2,11.2,37.7,33.8,17.4,111876
Franklin County,7.3,12.3,33.3,39.2,15.3,235602
Fulton County,6.3,12.4,34.6,36.5,16.4,162675
Gallatin County,2.8,13.8,40.2,34.5,11.5,377592
Greene County,3.3,13.9,42.3,32.6,11.2,257935
Grundy County,6.5,7.1,36.4,34.8,21.8,89709
Hamilton County,4.9,10.2,36.4,37.7,15.7,116539
Hancock County,7.0,7.5,38.5,34.4,19.6,94868
Hardin County,6.1,16.8,34.9,36.9,11.3,124521
Henderson County,4.7,11.1,45.2,30.4,13.3,124595
Henry County,5.6,11.1,33.7,34.0,21.3,96467
Iroquois County,5.4,11.3,41.1,33.0,14.6,98896
Jackson County,4.4,7.7,24.8,31.6,35.9,138881
Jasper County,7.7,9.9,37.5,34.4,18.3,104617
Jefferson County,3.9,14.1,32.0,37.4,16.4,205423
Jersey County,5.8,8.8,36.7,36.1,18.4,143745
Jo Daviess County,5.3,8.0,37.1,30.8,24.1,146403
Johnson County,5.3,16.6,30.9,35.8,16.7,266686
Kane County,3.8,16.9,23.2,27.8,32.1,208484
Kankakee County,6.3,12.7,34.0,34.4,19.0,161670
Kendall County,3.2,6.8,24.2,34.7,34.3,320714
Knox County,4.2,12.0,36.7,33.2,18.1,47690
Lake County,7.8,10.2,20.9,25.2,43.7,81761
La Salle County,5.2,11.6,36.6,34.9,17.0,76046
Lawrence County,5.7,21.9,34.3,33.6,10.1,107564
Lee County,6.9,11.7,36.3,34.2,17.7,83577
Livingston County,4.9,11.7,41.5,31.6,15.2,146002
Logan County,10.2,12.6,34.6,34.4,18.4,88590
McDonough County,6.2,7.2,28.9,30.4,33.5,96648
McHenry County,4.9,7.4,26.9,32.5,33.2,118802
McLean County,3.5,4.4,25.5,25.6,44.5,162169
Macon County,4.3,10.4,34.7,32.1,22.8,124213
Macoupin County,5.9,10.0,38.3,33.4,18.2,104464
Madison County,3.2,7.4,31.7,35.2,25.7,262393
Marion County,6.5,11.5,35.8,37.7,15.0,113680
Marshall County,8.0,8.2,40.4,35.3,16.1,104355
Mason County,7.1,12.7,42.7,30.3,14.3,80846
Massac County,7.0,15.0,34.0,37.7,13.3,84286
Menard County,4.5,8.1,34.9,33.1,23.9,65305
Mercer County,6.7,8.1,41.5,32.9,17.5,92307
Monroe County,3.8,4.6,32.3,33.3,29.8,154658
Montgomery County,4.2,14.0,40.4,31.8,13.9,251623
Morgan County,4.4,9.2,41.9,28.3,20.6,182401
Moultrie County,4.5,15.9,34.9,32.1,17.1,109828
Ogle County,5.8,11.7,33.8,34.6,19.8,142929
Peoria County,6.8,9.7,27.6,32.8,29.8,129082
Perry County,6.3,15.1,38.3,33.2,13.4,91668
Piatt County,4.9,4.8,34.6,30.8,29.9,133625
Pike County,6.4,12.1,41.4,31.1,15.3,194217
Pope County,3.5,12.8,32.3,41.2,13.7,176220
Pulaski County,6.0,17.3,34.7,37.0,11.0,147405
Putnam County,4.9,8.4,39.6,37.6,14.4,156578
Randolph County,6.0,15.5,41.0,30.5,13.0,103045
Richland County,3.7,12.7,33.3,33.4,20.6,144247
Rock Island County,6.2,11.4,31.2,35.4,22.0,121200
St. Clair County,6.3,9.5,28.4,36.0,26.1,82494
Saline County,3.1,13.9,31.4,38.7,16.0,100649
Sangamon County,4.8,7.8,27.8,30.1,34.3,142452
Schuyler County,6.0,11.2,36.8,33.1,18.9,122469
Scott County,4.9,7.7,50.2,30.0,12.1,94545
Shelby County,6.0,7.7,47.0,30.1,15.2,78516
Stark County,5.4,12.3,37.3,33.6,16.7,142416
Stephenson County,5.8,9.3,35.2,37.7,17.9,99816
Tazewell County,7.6,7.2,32.9,34.9,25.0,98717
Union County,5.8,14.4,32.6,31.8,21.3,122930
Vermilion County,7.1,12.8,40.6,32.6,14.0,76440
Wabash County,4.3,10.6,32.4,39.9,17.2,103938
Warren County,4.1,12.8,34.5,30.7,21.9,245133
Washington County,3.3,9.3,32.6,37.2,20.9,248821
Wayne County,6.6,12.8,35.1,38.2,14.0,91845
White County,5.0,12.3,36.3,37.7,13.7,106366
Whiteside County,5.7,11.3,36.2,35.3,17.3,104413
Will County,6.0,9.2,26.9,30.5,33.5,242338
Williamson County,3.4,9.8,30.5,37.6,22.1,294619
Winnebago County,3.6,12.6,32.3,32.7,22.4,168781
Woodford County,3.3,6.0,32.8,30.8,30.4,203672
Indiana,4.4,11.9,34.2,29.2,24.6,0
Adams County,6.0,15.8,41.6,27.0,15.6,137164
Allen County,5.0,10.8,29.1,32.7,27.4,128665
Bartholomew County,3.4,9.7,34.9,25.7,29.7,156045
Benton County,6.2,10.3,45.1,27.5,17.1,268153
Blackford County,5.3,13.0,48.2,27.8,11.0,73628
Boone County,9.1,6.8,25.4,23.3,44.5,71380
Brown County,3.6,10.4,36.1,30.0,23.5,188201
Carroll County,5.2,12.0,40.8,29.7,17.4,109765
Cass County,7.2,17.2,39.5,29.4,14.0,92587
Clark County,3.9,12.1,34.1,33.6,20.2,126002
Clay County,10.4,10.3,44.8,28.0,16.9,78637
Clinton County,7.1,13.9,45.3,25.9,14.9,130036
Crawford County,4.9,17.3,47.7,25.2,9.8,136305
Daviess County,3.9,25.3,36.3,24.4,14.0,106244
Dearborn County,4.7,9.4,40.2,30.5,20.0,173457
Decatur County,6.9,10.9,43.5,27.3,18.2,99943
DeKalb County,5.6,10.3,41.9,30.5,17.4,142729
Delaware County,4.9,10.5,35.6,30.6,23.3,265207
Dubois County,3.1,12.0,40.3,27.9,19.7,156929
Elkhart County,3.5,19.5,36.7,25.5,18.3,154876
Fayette County,7.9,18.8,43.1,27.5,10.7,89209
Floyd County,4.1,10.6,31.8,30.6,26.9,157334
Fountain County,5.8,12.0,44.2,29.3,14.5,100499
Franklin County,7.3,12.6,42.1,26.2,19.1,235602
Fulton County,6.3,15.1,41.0,30.2,13.7,162675
Gibson County,5.8,9.9,39.7,34.9,15.6,103209
Grant County,3.9,13.5,41.0,28.8,16.7,147252
Greene County,3.3,14.4,40.3,31.0,14.3,257935
Hamilton County,4.9,4.0,15.7,23.9,56.3,116539
Hancock County,7.0,5.8,33.2,32.0,29.0,94868
Harrison County,5.8,11.3,41.9,29.8,16.9,124315
Hendricks County,3.5,6.5,28.5,30.3,34.7,204698
Henry County,5.6,12.2,43.4,28.7,15.7,96467
Howard County,5.5,11.5,36.5,32.5,19.5,92050
Huntington County,4.0,9.9,43.4,27.9,18.9,110388
Jackson County,4.4,12.9,45.9,25.0,16.2,138881
Jasper County,7.7,13.0,41.3,29.2,16.5,104617
Jay County,4.5,15.9,47.7,25.5,10.9,91363
Jefferson County,3.9,13.1,39.6,30.2,17.0,205423
Jennings County,4.7,15.5,47.2,27.7,9.6,107378
Johnson County,5.3,8.5,32.7,29.3,29.5,266686
Knox County,4.2,11.5,36.6,36.7,15.2,47690
Kosciusko County,3.7,15.2,37.0,26.6,21.2,166495
LaGrange County,3.4,35.7,32.0,21.1,11.2,185412
Lake County,7.8,12.4,35.3,31.4,20.9,81761
LaPorte County,5.9,12.5,38.9,31.0,17.6,139943
Lawrence County,5.7,11.6,42.5,31.6,14.3,107564
Madison County,3.2,12.5,39.2,30.9,17.4,262393
Marion County,6.5,14.3,28.1,28.5,29.0,113680
Marshall County,8.0,15.5,40.6,25.4,18.5,104355
Martin County,4.4,15.6,42.8,30.2,11.4,129428
Miami County,4.3,14.9,42.6,30.5,11.9,161597
Monroe County,3.8,7.8,22.7,24.4,45.1,154658
Montgomery County,4.2,11.5,43.5,28.3,16.8,251623
Morgan County,4.4,11.6,42.1,30.8,15.5,182401
Newton County,7.9,14.2,46.5,28.8,10.5,78731
Noble County,3.5,15.3,41.1,29.5,14.1,96928
Ohio County,5.5,11.4,46.8,28.0,13.8,120040
Orange County,4.1,16.7,45.1,26.4,11.9,240604
Owen County,4.2,15.7,43.2,29.1,12.0,104470
Parke County,5.2,14.5,42.3,31.3,11.8,93190
Perry County,6.3,13.0,51.1,22.4,13.4,91668
Pike County,6.4,13.7,45.9,27.8,12.6,194217
Porter County,5.1,8.3,34.9,30.7,26.1,199721
Posey County,3.9,5.7,38.8,34.9,20.6,146437
Pulaski County,6.0,12.9,46.0,30.4,10.7,147405
Putnam County,4.9,11.6,41.6,31.8,15.0,156578
Randolph County,6.0,13.6,43.7,29.7,13.1,103045
Ripley County,7.1,13.2,43.2,26.1,17.4,92267
Rush County,4.0,15.4,47.9,22.7,14.0,72142
St. Joseph County,4.1,12.3,30.9,28.6,28.2,120136
Scott County,4.9,15.4,42.6,29.0,13.0,94545
Shelby County,6.0,12.3,43.0,28.1,16.6,78516
Spencer County,3.9,10.6,44.0,30.1,15.3,204915
Starke County,5.4,17.1,41.4,29.8,11.6,109205
Steuben County,5.8,11.5,38.0,30.5,19.9,104104
Sullivan County,5.2,13.6,42.7,31.0,12.7,149182
Switzerland County,4.9,17.3,48.3,26.1,8.3,122856
Tippecanoe County,4.1,9.3,26.6,28.9,35.3,163508
Tipton County,5.7,11.7,39.4,27.8,21.1,153752
Union County,5.8,11.8,44.7,25.0,18.6,122930
Vanderburgh County,4.1,10.2,33.8,31.1,24.9,138946
Vermillion County,6.6,11.0,45.3,30.7,13.0,80875
Vigo County,5.4,12.3,33.0,31.5,23.2,101799
Wabash County,4.3,12.1,42.0,27.6,18.3,103938
Warren County,4.1,9.0,43.2,28.2,19.6,245133
Warrick County,4.0,7.2,32.9,31.9,28.0,166798
Washington County,3.3,14.5,45.6,27.2,12.7,248821
Wayne County,6.6,15.3,39.2,28.4,17.1,91845
Wells County,3.9,8.8,40.4,33.4,17.4,85716
White County,5.0,10.4,43.2,30.7,15.7,106366
Whitley County,6.6,9.9,41.4,30.5,18.3,88341
Iowa,3.6,8.3,31.9,32.7,27.2,0
Adair County,5.9,6.6,43.2,33.6,16.6,83023
Adams County,6.0,7.5,40.1,35.7,16.7,137164
Allamakee County,4.9,11.9,40.4,30.7,17.0,129697
Appanoose County,4.7,10.1,35.7,36.1,18.1,82381
Audubon County,3.3,10.4,42.4,34.1,13.1,72664
Benton County,6.2,7.2,35.7,35.3,21.8,268153
Black Hawk County,4.6,9.2,32.7,31.1,27.0,162020
Boone County,9.1,5.6,34.4,37.6,22.4,71380
Bremer County,3.6,4.7,34.5,33.0,27.9,163922
Buchanan County,10.8,7.7,40.6,33.7,18.0,73552
Buena Vista County,3.5,21.8,30.5,29.0,18.7,117340
Butler County,5.1,8.1,40.3,35.9,15.7,224851
Calhoun County,12.8,7.8,36.4,37.5,18.4,82498
Carroll County,5.2,7.1,39.5,32.1,21.4,109765
Cass County,7.2,9.7,42.8,27.7,19.8,92587
Cedar County,2.6,6.6,36.2,35.1,22.0,120355
Cerro Gordo County,3.6,6.7,31.4,40.0,21.9,128324
Cherokee County,5.1,9.4,34.8,36.7,19.2,105476
Chickasaw County,6.6,9.7,44.1,31.7,14.5,65925
Clarke County,3.6,9.3,44.3,31.0,15.4,353479
Clay County,10.4,6.8,34.6,37.8,20.9,78637
Clayton County,4.2,9.0,44.7,31.0,15.3,123043
Clinton County,7.1,8.4,36.5,35.7,19.4,130036
Crawford County,4.9,21.5,37.7,29.2,11.7,136305
Dallas County,4.0,4.5,19.4,28.7,47.4,191696
Davis County,3.1,13.3,38.2,31.9,16.6,320787
Decatur County,6.9,13.1,37.2,29.7,20.1,99943
Delaware County,4.9,9.3,43.5,32.1,15.1,265207
Des Moines County,4.9,7.8,35.0,37.6,19.6,107095
Dickinson County,5.2,4.4,29.3,37.3,29.0,99501
Dubuque County,3.6,7.7,34.7,28.5,29.2,176332
Emmet County,6.5,10.4,34.1,38.0,17.5,184850
Fayette County,7.9,10.2,38.5,31.7,19.6,89209
Floyd County,4.1,11.0,35.3,34.1,19.7,157334
Franklin County,7.3,11.4,38.3,33.6,16.7,235602
Fremont County,7.1,7.9,35.6,35.0,21.4,198238
Greene County,3.3,7.2,37.4,37.4,18.0,257935
Grundy County,6.5,4.6,34.3,35.9,25.1,89709
Guthrie County,3.6,7.9,39.1,32.4,20.5,119568
Hamilton County,4.9,7.8,31.5,38.7,22.0,116539
Hancock County,7.0,7.3,36.7,36.1,19.9,94868
Hardin County,6.1,8.3,33.8,37.5,20.4,124521
Harrison County,5.8,9.0,38.2,35.4,17.4,124315
Henry County,5.6,8.0,37.4,35.7,18.8,96467
Howard County,5.5,11.1,43.5,32.2,13.2,92050
Humboldt County,5.3,6.9,36.9,36.4,19.9,185884
Ida County,2.6,6.7,40.3,34.0,19.0,97062
Iowa County,3.5,7.9,40.8,32.6,18.6,186312
Jackson County,4.4,8.8,43.2,31.5,16.5,138881
Jasper County,7.7,7.6,40.8,33.8,17.9,104617
Jefferson County,3.9,5.1,29.1,32.8,33.1,205423
Johnson County,5.3,5.3,16.5,25.8,52.4,266686
Jones County,5.8,7.9,39.5,35.8,16.7,77417
Keokuk County,4.3,8.7,42.9,31.4,17.0,88401
Kossuth County,2.6,5.7,37.9,36.9,19.5,110158
Lee County,6.9,8.2,41.2,36.0,14.6,83577
Linn County,5.7,5.4,27.2,35.2,32.2,237695
Louisa County,3.9,17.3,37.3,32.1,13.3,228573
Lucas County,5.2,8.2,45.1,30.2,16.5,124327
Lyon County,7.4,9.4,37.3,32.1,21.3,179631
Madison County,3.2,5.6,37.4,34.5,22.5,262393
Mahaska County,3.7,8.9,37.2,30.0,23.9,116284
Marion County,6.5,7.1,35.8,31.6,25.4,113680
Marshall County,8.0,15.3,32.7,32.5,19.5,104355
Mills County,4.1,6.7,35.3,34.0,23.9,119439
Mitchell County,7.0,8.8,43.9,31.7,15.7,70568
Monona County,4.1,9.5,39.8,34.1,16.6,89035
Monroe County,3.8,11.9,45.8,27.0,15.4,154658
Montgomery County,4.2,10.9,36.2,37.4,15.5,251623
Muscatine County,3.8,13.1,33.9,32.4,20.5,135295
O'Brien County,2.8,7.9,36.4,35.7,20.0,114066
Osceola County,5.7,12.4,39.6,31.4,16.6,98745
Page County,5.6,11.6,33.9,32.6,21.9,176157
Palo Alto County,3.1,6.4,30.2,41.3,22.1,103610
Plymouth County,4.1,7.9,34.6,38.0,19.5,396341
Pocahontas County,6.6,6.9,39.2,37.0,16.9,121011
Polk County,4.6,8.3,25.0,31.2,35.6,169898
Pottawattamie County,3.4,10.0,34.7,34.6,20.7,153653
Poweshiek County,3.4,6.6,39.3,31.3,22.9,138463
Ringgold County,3.5,9.2,37.3,34.1,19.3,84071
Sac County,3.0,8.3,38.6,33.8,19.3,93048
Scott County,4.9,7.0,29.4,31.7,31.9,94545
Shelby County,6.0,8.7,37.8,32.4,21.1,78516
Sioux County,4.4,10.1,30.9,32.1,26.9,77674
Story County,2.3,3.7,18.5,27.6,50.3,208201
Tama County,4.2,9.4,40.7,33.6,16.3,111214
Taylor County,4.1,9.1,41.8,35.5,13.6,138773
Union County,5.8,8.1,38.9,36.6,16.4,122930
Van Buren County,6.1,11.7,42.2,33.4,12.7,103426
Wapello County,5.8,13.7,36.6,32.0,17.6,85549
Warren County,4.1,4.4,32.1,34.6,28.8,245133
Washington County,3.3,9.2,37.5,32.5,20.9,248821
Wayne County,6.6,10.8,45.7,30.5,13.1,91845
Webster County,8.3,9.4,32.5,37.5,20.6,70624
Winnebago County,3.6,9.0,32.9,36.6,21.6,168781
Winneshiek County,3.5,5.6,33.7,33.2,27.6,170571
Woodbury County,3.6,14.3,34.0,30.0,21.7,132455
Worth County,3.0,7.7,35.3,41.7,15.3,63683
Wright County,5.9,10.0,35.7,37.3,17.0,94054
Kansas,4.0,9.7,26.6,32.1,31.6,0
Allen County,5.0,9.6,32.6,39.5,18.3,128665
Anderson County,4.3,9.1,37.0,34.6,19.2,98602
Atchison County,4.6,7.4,41.5,31.2,19.9,86172
Barber County,3.7,7.6,36.5,37.2,18.7,78024
Barton County,5.2,13.2,32.2,37.9,16.7,102461
Bourbon County,4.8,9.5,29.6,39.1,21.7,156812
Brown County,3.6,7.1,39.4,33.5,20.1,188201
Butler County,5.1,7.2,26.6,37.6,28.6,224851
Chase County,2.1,9.6,29.6,36.6,24.3,116435
Chautauqua County,5.8,12.0,38.4,31.3,18.3,93427
Cherokee County,5.1,12.8,34.2,34.5,18.5,105476
Cheyenne County,2.8,5.5,31.8,38.2,24.6,120885
Clark County,3.9,9.6,26.3,35.4,28.8,126002
Clay County,10.4,6.2,31.0,37.8,25.0,78637
Cloud County,4.1,8.0,32.4,39.4,20.2,75547
Coffey County,6.2,7.3,37.3,34.3,21.1,114560
Comanche County,4.3,6.6,34.1,39.2,20.1,96239
Cowley County,4.4,10.9,30.4,39.3,19.4,88448
Crawford County,4.9,9.9,28.8,33.0,28.4,136305
Decatur County,6.9,8.1,35.7,30.0,26.2,99943
Dickinson County,5.2,10.8,36.0,33.7,19.5,99501
Doniphan County,3.9,9.3,39.2,34.6,16.9,106624
Douglas County,5.2,5.0,19.4,26.0,49.7,149386
Edwards County,4.6,16.8,29.1,35.9,18.2,78194
Elk County,5.5,9.6,36.4,37.2,16.8,101255
Ellis County,3.7,6.7,26.4,32.8,34.1,208565
Ellsworth County,3.8,9.3,33.2,37.9,19.7,91338
Finney County,3.1,27.9,23.1,30.5,18.5,130247
Ford County,3.2,28.8,24.1,29.3,17.8,111876
Franklin County,7.3,8.1,36.1,35.9,19.9,235602
Geary County,5.6,8.7,28.9,42.0,20.4,146955
Gove County,2.4,8.1,36.5,33.0,22.4,81430
Graham County,8.8,6.2,35.5,32.8,25.5,133549
Grant County,3.9,29.7,30.2,25.0,15.2,147252
Gray County,6.9,24.2,25.9,30.7,19.2,77013
Greeley County,3.1,11.7,31.2,27.5,29.6,73527
Greenwood County,5.2,9.8,36.3,36.2,17.7,137872
Hamilton County,4.9,18.8,36.8,28.0,16.3,116539
Harper County,3.8,10.6,37.0,32.7,19.7,78013
Harvey County,4.2,9.3,27.8,35.2,27.7,127854
Haskell County,4.2,29.0,19.0,34.3,17.7,52845
Hodgeman County,2.6,6.6,26.0,41.7,25.7,89480
Jackson County,4.4,5.3,39.6,34.6,20.4,138881
Jefferson County,3.9,7.7,39.7,32.0,20.6,205423
Jewell County,4.3,5.6,43.2,36.0,15.3,55422
Johnson County,5.3,4.2,14.9,27.3,53.6,266686
